date,model,parameters,avg_loss, avg_dice_score, avg_iou, avg_recall, avg_precision, avg_f1
2022-08-03,AttentionUnet,1905321,1.0361192240271457,0.11397320441908453,0.0629000619072792,0.9827461242675781,0.9660128216410793,0.9827461242675781
2022-08-03,ResUnetPlusPlus,14481412,0.7672396669554156,0.38994024971196817,0.26215962571806684,0.9833916799966679,0.9837355516677679,0.9833916799966679
2022-08-03,ResUnet,13040705,0.9390076163203217,0.23740505441800938,0.14651604251137773,0.9827462781307309,0.9670286913250767,0.9827462781307309
2022-08-03,SwinUNETR,6302203,0.9299372351446817,0.199087594256758,0.11928058263499203,0.9827461242675781,0.9660128216410793,0.9827461242675781
2022-08-03,UnetDeep3,7701825,1.1838699010915534,0.01496581190744913,0.007845542122722267,0.9827461242675781,0.9660128216410793,0.9827461242675781
2022-08-03,UNet,1511124,1.1070791122525236,0.08780567192399419,0.04942994045661688,0.9827461242675781,0.9660128216410793,0.9827461242675781
